Age,Years of Experience,Salary
24,0,25000
37,14,190000
39,16,200000
26,2,55000
31,8,140000
29,4,70000
33,9,130000
27,3,80000
36,12,170000
25,1,60000
30,5,90000
34,11,160000
28,3,60000
32,7,120000
24,0,25000
37,14,190000
39,16,200000
29,4,65000
34,9,125000
28,3,70000
31,7,110000
37,12,160000
30,4,75000
33,8,120000
27,2,50000
30,5,85000
36,11,155000
28,3,70000
32,8,115000
29,5,95000
25,0,40000
31,6,115000
35,12,175000
28,3,70000
33,9,135000
29,4,75000
25,1,30000
36,13,185000
40,15,210000
27,1,45000
32,9,145000
28,3,70000
32,7,120000
24,0,28000
38,14,195000
40,16,215000
27,2,55000
32,9,145000
29,4,75000
33,9,135000
27,3,80000
36,13,185000
25,1,60000
30,5,95000
34,12,170000
28,3,65000
32,7,120000
24,0,25000
38,14,195000
40,16,215000
27,2,55000
32,9,145000
29,4,75000
33,9,135000
27,3,80000
36,13,185000
25,1,60000
30,5,95000
34,12,170000
28,3,65000
32,7,120000
24,0,25000
38,14,195000
40,16,215000
27,2,55000
32,9,145000
29,4,75000
33,9,135000
27,3,80000
36,13,185000
25,1,60000
30,5,95000
34,12,170000
28,3,65000
32,7,120000
24,0,25000
38,14,195000
40,16,215000
27,2,55000
32,9,145000
29,4,75000
33,9,135000
27,3,80000
36,13,185000
25,1,60000
30,5,95000
34,12,170000
28,3,65000
32,7,120000
24,0,25000
38,14,195000
40,16,215000
27,2,55000
32,9,145000
29,4,75000
33,9,135000
27,3,80000
36,13,185000
25,1,60000
30,5,95000
34,12,170000
28,3,65000
32,7,120000
24,0,25000
38,14,195000
40,16,215000
27,2,55000
32,9,145000
29,4,75000
33,9,135000
27,3,80000
36,13,185000
25,1,60000
30,5,95000
34,12,170000
28,3,65000
32,7,120000
24,0,25000
38,14,195000
40,16,215000
27,2,55000
32,9,145000
29,4,75000
33,9,135000
27,3,80000
36,13,185000
25,1,60000
30,5,95000
34,12,170000
28,3,65000
32,7,120000
24,0,25000
38,14,195000
40,16,215000
26,2,75000
39,14,185000
32,7,120000
28,3,60000
35,10,145000
29,4,75000
33,8,135000
27,2,70000
36,12,175000
24,0,28000
38,14,195000
40,16,215000
27,2,55000
32,9,145000
29,4,75000
33,9,135000
27,3,80000
36,13,185000
25,1,60000
30,5,95000
34,12,170000
28,3,65000
32,7,120000
24,0,25000
38,14,195000
40,16,215000
27,2,55000
32,9,145000
29,4,75000
33,9,135000
27,3,80000
36,13,185000
25,1,60000
30,5,95000
34,12,170000
28,3,65000
32,7,120000
24,0,25000
38,14,195000
40,16,215000
27,2,55000
32,9,145000
29,4,75000
33,9,135000
27,3,80000
36,13,185000
25,1,60000
30,5,95000
34,12,170000
28,3,65000
32,7,120000
24,0,25000
38,14,195000
40,16,215000
27,2,55000
32,9,145000
29,4,75000
33,9,135000
27,3,80000
36,13,185000
25,1,60000
30,5,95000
34,12,170000
28,3,65000
32,7,120000
24,0,25000
38,14,195000
40,16,215000
27,2,55000
32,9,145000
29,4,75000
33,9,135000
27,3,80000
36,13,185000
25,1,60000
30,5,95000
34,12,170000
28,3,65000
32,7,120000
24,0,25000
38,14,195000
40,16,215000
27,2,55000
32,9,145000
29,4,75000
33,9,135000
27,3,80000
36,13,185000
25,1,60000
30,5,95000
34,12,170000
28,3,65000
32,7,120000
24,0,25000
38,14,195000
40,16,215000
27,2,55000
32,9,145000
29,4,75000
33,9,135000
27,3,80000
36,13,185000
25,1,60000
30,5,95000
34,12,170000
28,3,65000
32,7,120000
24,0,25000
38,14,195000
40,16,215000
27,2,55000
32,9,145000
29,4,75000
33,9,135000
27,3,80000
36,13,185000
25,1,60000
30,5,95000
34,12,170000
28,3,65000
32,7,120000
24,0,25000
38,14,195000
40,16,215000
27,2,55000
32,9,145000
29,4,75000
29,2,45000
45,8,80000
37,7,90000
23,1,35000
41,12,120000
26,4,60000
33,5,70000
28,3,40000
50,15,150000
35,2,35000
42,13,130000
27,1,35000
48,18,180000
31,4,60000
36,6,75000
25,3,50000
39,10,100000
30,2,40000
44,11,110000
29,4,55000
47,17,170000
32,3,40000
38,9,95000
24,1,35000
40,14,140000
34,5,70000
26,3,50000
31,6,75000
27,2,40000
43,12,120000
28,2,40000
46,16,160000
33,4,55000
39,10,100000
25,1,35000
41,8,80000
35,7,90000
23,1,35000
42,13,130000
26,4,60000
32,5,70000
27,3,40000
50,15,150000
36,2,35000
48,18,180000
31,2,40000
29,6,75000
45,12,120000
25,3,50000
37,7,90000
23,1,35000
41,11,110000
26,3,45000
33,5,70000
28,1,30000
42,13,130000
27,4,60000
50,15,150000
35,8,80000
24,1,35000
46,16,160000
29,2,40000
47,17,170000
31,3,40000
38,9,95000
25,1,35000
39,10,100000
33,5,70000
27,3,50000
43,12,120000
28,2,40000
31,3,50000
46,14,140000
27,2,40000
38,10,100000
24,1,30000
33,6,75000
29,2,40000
50,18,180000
35,8,80000
23,1,35000
41,12,120000
26,3,45000
32,7,90000
27,4,55000
43,16,160000
28,2,40000
47,17,170000
31,3,40000
38,9,95000
25,1,35000
39,11,110000
33,6,75000
27,3,50000
43,12,120000
28,2,40000
50,15,150000
36,5,70000
48,19,190000
31,3,40000
29,6,75000
45,14,140000
25,1,35000
41,12,120000
35,8,80000
23,1,35000
42,13,130000
26,2,40000
32,7,90000
27,4,55000
50,18,180000
36,3,45000
48,19,190000
31,3,50000
29,4,55000
45,13,130000
25,1,35000
41,12,120000
35,9,95000
23,1,35000
42,14,140000
26,2,40000
32,8,80000
27,4,55000
50,19,190000
36,6,75000
48,17,170000
31,3,50000
29,4,55000
45,13,130000
25,1,35000
41,12,120000
35,9,95000
23,1,35000
42,14,140000
26,2,40000
32,8,80000
27,4,55000
50,19,190000
36,6,75000
48,17,170000
31,3,50000
29,4,55000
45,13,130000
25,1,35000
41,12,120000
35,9,95000
23,1,35000
42,14,140000
26,2,40000
32,8,80000
27,4,55000
50,19,190000
36,6,75000
48,17,170000
31,3,50000
29,4,55000
45,13,130000
25,1,35000
41,12,120000
35,9,95000
23,1,35000
42,14,140000
26,2,40000
32,8,80000
27,4,55000
50,19,190000
36,6,75000
48,17,170000
31,3,50000
29,4,55000
45,13,130000
25,1,35000
41,12,120000
35,9,95000
23,1,35000
42,14,140000
26,2,40000
32,8,80000
27,4,55000
50,19,190000
36,6,75000
48,17,170000
31,3,50000
29,4,55000
45,13,130000
25,1,35000
41,12,120000
35,9,95000
23,1,35000
42,14,140000
26,2,40000
32,8,80000
27,4,55000
50,19,190000
36,6,
37,11,110000
26,2,40000
42,15,150000
33,4,55000
29,5,70000
45,16,160000
24,1,35000
39,10,100000
31,7,90000
27,3,50000
43,14,140000
28,2,40000
50,18,180000
35,7,90000
23,1,35000
41,12,120000
26,3,45000
32,8,80000
27,4,55000
50,18,180000
36,6,75000
48,19,190000
31,3,40000
29,5,70000
45,15,150000
25,1,35000
41,12,120000
35,8,80000
23,1,35000
42,13,130000
26,2,40000
32,7,90000
27,4,55000
50,18,180000
36,3,45000
48,19,190000
31,3,50000
29,4,55000
45,13,130000
25,1,35000
41,12,120000
35,9,95000
23,1,35000
42,14,140000
26,2,40000
32,8,80000
27,4,55000
50,19,190000
36,6,75000
48,17,170000
31,3,50000
29,4,55000
45,13,130000
25,1,35000
41,12,120000
35,9,95000
23,1,35000
42,14,140000
26,2,40000
32,8,80000
27,4,55000
50,19,190000
36,6,75000
48,17,170000
31,3,50000
29,4,55000
45,13,130000
25,1,35000
41,12,120000
35,9,95000
23,1,35000
42,14,140000
26,2,40000
32,8,80000
27,4,55000
50,19,190000
36,6,75000
48,17,170000
31,3,50000
29,4,55000
45,13,130000
25,1,35000
41,12,120000
35,9,95000
23,1,35000
42,14,140000
26,2,40000
32,8,80000
27,4,55000
50,19,190000
36,6,75000
48,17,170000
31,3,50000
29,4,55000
45,13,130000
25,1,35000
41,12,120000
35,9,95000
23,1,35000
42,14,140000
26,2,40000
32,8,80000
27,4,55000
50,19,190000
36,6,75000
48,17,170000
31,3,50000
29,4,55000
45,13,130000
25,1,35000
41,12,120000
35,9,95000
23,1,35000
42,14,140000
26,2,40000
32,8,80000
27,4,55000
50,19,190000
36,6,75000
48,17,170000
31,3,50000
29,4,55000
45,13,130000
25,1,35000
38,12,120000
27,3,45000
43,16,160000
34,5,70000
30,6,75000
46,17,170000
25,1,35000
40,11,110000
32,8,80000
28,4,55000
44,15,150000
29,2,40000
51,19,190000
36,8,80000
24,1,35000
42,13,130000
27,3,45000
33,7,90000
28,4,55000
51,19,190000
37,7,90000
49,20,200000
32,3,40000
30,5,70000
46,16,160000
26,1,35000
42,13,130000
36,9,95000
24,1,35000
43,14,140000
27,2,40000
33,7,90000
28,4,55000
51,19,190000
37,6,75000
49,20,200000
32,3,50000
30,4,55000
46,14,140000
26,1,35000
42,13,130000
36,10,100000
24,1,35000
43,15,150000
27,2,40000
33,8,80000
28,4,55000
51,19,190000
37,7,90000
49,20,200000
32,3,40000
30,5,70000
46,16,160000
26,1,35000
42,13,130000
36,9,95000
24,1,35000
43,14,140000
27,2,40000
33,7,90000
28,4,55000
51,19,190000
37,6,75000
49,20,200000
32,3,50000
30,4,55000
46,14,140000
26,1,35000
42,13,130000
36,10,100000
24,1,35000
43,15,150000
27,2,40000
33,8,80000
28,4,55000
51,19,190000
37,7,90000
49,20,200000
32,3,40000
30,5,70000
46,16,160000
26,1,35000
42,13,130000
36,9,95000
24,1,35000
43,14,140000
27,2,40000
33,7,90000
28,4,55000
51,19,190000
37,6,75000
49,20,200000
32,3,50000
30,4,55000
46,14,140000
26,1,35000
42,13,130000
36,10,100000
24,1,35000
43,15,150000
27,2,40000
33,8,80000
28,4,55000
51,19,190000
37,7,90000
49,20,200000
32,3,40000
30,5,70000
46,16,160000
26,1,35000
42,13,130000
36,9,95000
24,1,35000
43,14,140000
27,2,40000
33,7,90000
28,4,55000
51,19,190000
37,6,75000
49,20,200000
32,3,50000
30,4,55000
46,14,140000
26,1,35000
